Rank,Word,Word in English,Happiness Score,Standard Deviation of Ratings
5725,stash,stash,5.31,16.609
5906,state,state,5.28,9.697
5246,state's,state's,5.42,9.916
6014,stated,stated,5.26,7.775
6015,statement,statement,5.26,9.649
5049,statements,statements,5.46,9.733
6454,staten,staten,5.16,12.513
4149,states,states,5.64,12.578
7676,static,static,4.9,14.895
6455,station,station,5.16,7.384
5138,stations,stations,5.44,9.071
5340,statistical,statistical,5.4,12.617
5420,statistically,statistically,5.38,14.126
7023,statistics,statistics,5.04,14.841
5907,stats,stats,5.28,11.787
4239,status,status,5.62,11.761
5262,statute,statute,5.42,1.661
4534,stay,stay,5.56,11.634
5341,stayed,stayed,5.4,12.454
3602,staying,staying,5.76,13.486
5908,stays,stays,5.28,13.099
2114,steady,steady,6.18,13.354
1090,steak,steak,6.62,19.784
10065,steal,steal,2.46,16.807
10066,stealing,stealing,2.46,13.126
5166,steam,steam,5.43,14.434
6837,steel,steel,5.08,11.578
6737,steelers,steelers,5.1,1.594
6456,stein,stein,5.16,12.014
6548,stem,stem,5.14,12.618
5697,step,step,5.32,8.676
4952,stephanie,stephanie,5.48,13.589
4646,stephen,stephen,5.54,11.817
6382,stepped,stepped,5.18,12.728
4535,steppin,steppin,5.56,13.426
4536,stepping,stepping,5.56,993
5421,steps,steps,5.38,11.229
2658,stereo,stereo,6,12.936
8949,stern,stern,4.24,13.637
5422,steve,steve,5.38,901
4835,steven,steven,5.5,10.926
6838,stevens,stevens,5.08,10.069
4836,stevie,stevie,5.5,11.824
6839,stewart,stewart,5.08,1.122
6840,stick,stick,5.08,9.864
7656,sticks,sticks,4.9,14.033
8513,sticky,sticky,4.6,13.248
8449,stiff,stiff,4.63,16.795
6549,still,still,5.14,1.125
1097,stimulation,stimulation,6.61,13.512
3949,stimulus,stimulus,5.68,18.232
9548,sting,sting,3.46,17.404
9763,stink,stink,3.1,12.164
7220,stir,stir,5,1.291
3426,stock,stock,5.8,11.066
5513,stocks,stocks,5.36,12.898
2958,stoked,stoked,5.92,17.004
10004,stole,stole,2.6,14.142
10054,stolen,stolen,2.5,13.887
5342,stomach,stomach,5.4,1.069
9352,stomp,stomp,3.74,14.682
7024,stone,stone,5.04,14.702
8584,stoned,stoned,4.56,22.054
6923,stones,stones,5.06,12.521
7486,stood,stood,4.94,10.768
9246,stop,stop,3.9,13.439
9266,stopped,stopped,3.86,12.291
9105,stopping,stopping,4.08,13.974
8556,stops,stops,4.58,12.137
5139,storage,storage,5.44,10.721
2739,store,store,5.98,9.792
3267,stored,stored,5.84,10.947
2659,stores,stores,6,9.689
1091,stories,stories,6.62,15.894
8927,storm,storm,4.26,20.082
8831,storms,storms,4.34,19.812
7487,stormy,stormy,4.94,18.889
1361,story,story,6.48,13.438
2465,straight,straight,6.06,10.577
9358,strain,strain,3.73,18.071
9356,stranded,stranded,3.73,18.905
8827,strange,strange,4.36,17.468
9034,stranger,stranger,4.16,9.553
9035,strangers,strangers,4.16,17.538
7575,strap,strap,4.92,11.578
9219,strapped,strapped,3.94,1.544
3036,strategic,strategic,5.9,14.743
2225,strategies,strategies,6.14,14.429
1931,strategy,strategy,6.24,12.382
464,strawberry,strawberry,7.14,14.144
8950,stray,stray,4.24,18.245
6924,streak,streak,5.06,14.057
1465,stream,stream,6.42,14.995
3849,streaming,streaming,5.7,17.053
1720,streams,streams,6.32,15.312
5140,street,street,5.44,8.369
4150,streets,streets,5.64,12.415
242,strength,strength,7.4,11.606
9888,stress,stress,2.86,16.037
9941,stressed,stressed,2.74,11.214
4045,stretch,stretch,5.66,15.066
7245,stretched,stretched,4.99,14.805
9050,strict,strict,4.13,17.646
8830,strictly,strictly,4.35,17.625
4454,stride,stride,5.56,13.669
9156,strife,strife,4.02,18.349
9206,strike,strike,3.96,13.547
9157,strikes,strikes,4.02,13.626
8317,striking,striking,4.7,18.763
5343,string,string,5.4,1.088
7048,strings,strings,5.02,12.827
7576,strip,strip,4.92,1.664
8412,stripped,stripped,4.65,19.317
10021,stroke,stroke,2.58,16.047
1129,stroll,stroll,6.6,13.997
540,strong,strong,7.06,15.174
477,stronger,stronger,7.12,10.812
2226,strongly,strongly,6.14,12.779
9518,struck,struck,3.5,14.033
3700,structural,structural,5.73,12.379
5514,structure,structure,5.36,13.815
4068,structures,structures,5.65,13.625
9590,struggle,struggle,3.4,17.496
9950,struggling,struggling,2.72,12.129
8400,strung,strung,4.66,13.342
5515,stuart,stuart,5.36,13.815
9407,stuck,stuck,3.66,11.178
1166,student,student,6.58,12.469
1818,students,students,6.28,18.299
2270,studied,studied,6.12,13.037
1514,studies,studies,6.4,13.702
1672,studio,studio,6.34,13.644
2271,study,study,6.12,16.243
4537,studying,studying,5.56,20.016
4428,stuff,stuff,5.58,14.995
6383,stuffed,stuffed,5.18,13.045
8764,stumble,stumble,4.42,15.791
1319,stunning,stunning,6.5,21.783
9968,stupid,stupid,2.68,12.196
871,style,style,6.76,16.233
1996,styles,styles,6.22,1.016
7221,su,su,5,10.498
7577,sua,sua,4.92,5.284
7025,sub,sub,5.04,14.136
5141,subject,subject,5.44,10.333
9267,subjected,subjected,3.86,13.999
4732,subjective,subjective,5.52,13.589
5247,subjects,subjects,5.42,1.012
5142,submit,submit,5.44,15.005
2891,submitted,submitted,5.94,13.001
5067,subsequent,subsequent,5.45,12.258
5516,subsequently,subsequently,5.36,11.563
7657,subsidiary,subsidiary,4.9,14.033
6550,subsidies,subsidies,5.14,14.984
4538,substance,substance,5.56,11.095
6090,substances,substances,5.24,13.024
2892,substantial,substantial,5.94,10.956
2959,substantially,substantially,5.92,13.068
7747,substitute,substitute,4.88,14.668
3284,subtle,subtle,5.84,14.484
4429,suburban,suburban,5.58,15.265
5698,subway,subway,5.32,16.835
85,succeed,succeed,7.76,16.971
135,succeeded,succeeded,7.62,11.409
152,succeeding,succeeding,7.58,13.415
64,success,success,7.86,16.414
10,successful,successful,8.16,10.759
136,successfully,successfully,7.62,12.599
2050,succession,succession,6.2,12.936
2184,successive,successive,6.14,14.142
2660,successor,successor,6,14.428
6457,such,such,5.16,7.656
9742,suck,suck,3.14,18.184
9354,sucka,sucka,3.74,17.704
9526,sucked,sucked,3.48,18.543
9393,sucker,sucker,3.68,19.529
9656,suckers,suckers,3.3,17.053
9036,sucking,sucking,4.16,17.304
9743,sucks,sucks,3.14,14.848
8886,sudden,sudden,4.3,13.132
8090,suddenly,suddenly,4.78,13.138
8887,sue,sue,4.3,21.595
10153,suffer,suffer,2.08,13.827
10117,suffered,suffered,2.24,1.598
10123,suffering,suffering,2.22,17.058
1721,sufficient,sufficient,6.32,12.526
1722,sufficiently,sufficiently,6.32,12.196
6171,suffolk,suffolk,5.22,11.119
6458,suga,suga,5.16,16.458
904,sugar,sugar,6.74,19.358
4733,suggest,suggest,5.52,12.329
4322,suggested,suggested,5.6,12.454
4647,suggesting,suggesting,5.54,11.988
3268,suggestion,suggestion,5.84,13.149
2397,suggestions,suggestions,6.08,1.14
3950,suggests,suggests,5.68,9.355
10220,suicide,suicide,1.3,8.391
6841,suis,suis,5.08,8.291
5808,suit,suit,5.3,15.811
1100,suitable,suitable,6.6,893
3682,suitcase,suitcase,5.74,13.219
1775,suite,suite,6.3,15.017
3683,suits,suits,5.74,10.063
5612,sullivan,sullivan,5.34,8.947
3342,sum,sum,5.82,11.373
8254,sum1,sum1,4.72,15.391
4455,summary,summary,5.56,12.188
1515,summer,summer,6.4,23.905
465,summertime,summertime,7.14,22.224
4734,summit,summit,5.52,16.193
7314,sumthin,sumthin,4.98,13.476
72,sun,sun,7.8,13.553
337,sunday,sunday,7.28,19.171
258,sundays,sundays,7.38,14.553
1571,sung,sung,6.38,12.436
55,sunlight,sunlight,7.88,14.934
644,sunny,sunny,6.96,20.894
560,sunrise,sunrise,7.04,17.952
447,sunset,sunset,7.16,21.127
42,sunshine,sunshine,7.94,11.678
108,super,super,7.68,15.964
3850,superbowl,superbowl,5.7,20.529
8024,superintendent,superintendent,4.8,13.093
2398,superior,superior,6.08,15.232
478,superman,superman,7.12,17.219
1430,supermarkets,supermarkets,6.44,1.445
747,superstar,superstar,6.86,19.685
4857,supervision,supervision,5.49,16.346
7222,supervisor,supervisor,5,13.702
3603,supplied,supplied,5.76,1.318
2519,supplies,supplies,6.04,13.991
3604,supply,supply,5.76,10.214
1431,support,support,6.44,14.309
1130,supported,supported,6.6,15.386
872,supporter,supporter,6.76,12.216
2051,supporters,supporters,6.2,15.779
1362,supporting,supporting,6.48,9.739
1997,supports,supports,6.22,15.292
7578,suppose,suppose,4.92,1.122
6551,supposed,supposed,5.14,1.125
1061,supreme,supreme,6.64,13.365
8025,sur,sur,4.8,1.178
1723,sure,sure,6.32,14.907
1869,surely,surely,6.26,12.586
1279,surf,surf,6.52,13.738
5699,surface,surface,5.32,10.774
4953,surfaces,surfaces,5.48,12.162
5613,surgeon,surgeon,5.34,16.239
9976,surgery,surgery,2.66,17.451
8861,surgical,surgical,4.32,20.448
4954,surname,surname,5.48,9.947
1776,surplus,surplus,6.3,14.178
234,surprise,surprise,7.42,15.398
936,surprised,surprised,6.72,13.559
905,surprising,surprising,6.74,12.906
794,surprisingly,surprisingly,6.82,1.32
9106,surrender,surrender,4.08,16.762
5143,surround,surround,5.44,1.402
8255,surrounded,surrounded,4.72,15.524
5050,surrounding,surrounding,5.46,12.324
3759,surrounds,surrounds,5.72,13.856
2115,survey,survey,6.18,15.077
3181,survival,survival,5.86,15.909
2661,survive,survive,6,17.957
715,survived,survived,6.88,14.797
2662,surviving,surviving,6,17.496
1033,survivors,survivors,6.66,13.342
7969,sus,sus,4.82,9.932
5614,susan,susan,5.34,12.715
5344,sushi,sushi,5.4,22.497
9744,suspect,suspect,3.14,13.095
9505,suspected,suspected,3.52,11.648
9447,suspects,suspects,3.6,11.952
9776,suspended,suspended,3.08,12.591
9716,suspension,suspension,3.18,14.803
9506,suspicion,suspicion,3.52,15.016
9667,suspicious,suspicious,3.28,13.708
3104,sustained,sustained,5.88,1.409
4648,suzanne,suzanne,5.54,13.433
3684,swag,swag,5.74,1.192
6172,swallow,swallow,5.22,15.817
6859,swallowed,swallowed,5.06,14.777
5068,sway,sway,5.45,12.087
8951,swear,swear,4.24,16.233
9037,sweat,sweat,4.16,13.903
2740,sweater,sweater,5.98,14.776
1819,sweden,sweden,6.28,15.124
6459,sweep,sweep,5.16,14.194
125,sweet,sweet,7.64,10.645
397,sweeter,sweeter,7.22,11.119
49,sweetest,sweetest,7.92,12.911
56,sweetheart,sweetheart,7.88,1.272
316,sweetie,sweetie,7.3,11.294
57,sweetness,sweetness,7.88,11.891
7513,swell,swell,4.94,20.145
6925,swept,swept,5.06,14.902
2893,swift,swift,5.94,12.683
767,swim,swim,6.84,12.993
1280,swimming,swimming,6.52,12.162
9424,swine,swine,3.64,18.379
1777,swing,swing,6.3,12.657
2908,swinging,swinging,5.94,14.055
2116,swiss,swiss,6.18,16.499
7137,switch,switch,5.02,10.593
873,switzerland,switzerland,6.76,15.059
9532,swollen,swollen,3.48,18.334
8169,sword,sword,4.75,18.552
8909,swore,swore,4.28,15.784
3951,sydney,sydney,5.68,1.463
5615,sylvia,sylvia,5.34,13.188
4151,symbol,symbol,5.64,12.739
3625,symbolic,symbolic,5.74,13.588
3037,symbols,symbols,5.9,11.112
1139,sympathetic,sympathetic,6.58,17.484
6926,sympathies,sympathies,5.06,21.891
5517,sympathy,sympathy,5.36,19.141
1167,symphony,symphony,6.58,17.507
9338,symptoms,symptoms,3.76,13.933
4735,synagogue,synagogue,5.52,15.151
9617,syndrome,syndrome,3.36,10.835
3851,synthesis,synthesis,5.7,10.738
7315,syracuse,syracuse,4.98,13.169
5809,system,system,5.3,17.291
4539,systematic,systematic,5.56,1.514
6173,systems,systems,5.22,12.171
